experiment_id,evaluable,balanced_accuracy,macro_f1,auroc,balanced_misclassification_regret,image_count,cycle_count,model,camera_group,modality,regret_threshold
exp_20260723,True,0.9675925925925926,0.954368934570957,0.9908264746227711,0.0005527757660889009,648,6,random_forest,all,rgb,0.01
exp_20260724,True,0.9732196969696969,0.9733354803876064,0.9897095959595961,0.0004358835848145138,563,4,random_forest,all,rgb,0.01
exp_20260727,True,0.9305555555555556,0.9108193472471666,0.9526748971193416,0.0008165356699714304,576,5,random_forest,all,rgb,0.01
exp_20260728,True,0.953125,0.9471175701079286,0.9560024434156379,0.0005510016800344167,720,6,random_forest,all,rgb,0.01
exp_20260729,True,0.9334490740740741,0.9208735310971732,0.948165830761317,0.0014331596964608508,720,6,random_forest,all,rgb,0.01
exp_20260730,True,0.8715277777777778,0.8530415157717944,0.9167550797325104,0.0029812342734760926,720,6,random_forest,all,rgb,0.01
exp_20260731,True,0.9140751807584477,0.8813083008619671,0.9552161723476463,0.001328255186605483,718,7,random_forest,all,rgb,0.01
exp_20260715,True,0.9833333333333334,0.9833287024173382,0.9994444444444445,0.00016870890107433933,120,1,rbf_svm,all,rgb,0.01
exp_20260717,True,0.9305555555555556,0.9302190346966466,0.9293981481481481,0.002155103134477943,144,1,rbf_svm,all,rgb,0.01
exp_20260720,True,0.9861111111111112,0.9861084314103801,0.9992283950617283,0.00023269190326406303,144,1,rbf_svm,all,rgb,0.01
exp_20260721,True,0.9965277777777778,0.9948095638591854,1.0,3.6836561706974544e-05,216,2,rbf_svm,all,rgb,0.01
exp_20260723,True,0.9652777777777778,0.9495468560216762,0.9984889403292182,0.000582535455975258,648,6,rbf_svm,all,rgb,0.01
exp_20260724,True,0.984375,0.9840134026180538,0.9930176767676767,0.0002605621450649357,563,4,rbf_svm,all,rgb,0.01
exp_20260727,True,0.9222222222222223,0.9004542761208769,0.9484310699588477,0.0009316886061912736,576,5,rbf_svm,all,rgb,0.01
exp_20260728,True,0.9583333333333334,0.9514744011608085,0.9550379372427984,0.00047283198125202413,720,6,rbf_svm,all,rgb,0.01
exp_20260729,True,0.9334490740740741,0.9196049200848615,0.9344537680041152,0.0014601676547155286,720,6,rbf_svm,all,rgb,0.01
exp_20260730,True,0.8831018518518519,0.8592200963699616,0.8912921167695473,0.00297771371221947,720,6,rbf_svm,all,rgb,0.01
exp_20260731,True,0.9143426294820718,0.8701474583827524,0.9396119226796518,0.0013832192017791867,718,7,rbf_svm,all,rgb,0.01
exp_20260715,True,0.9833333333333334,0.9833287024173382,0.9969444444444444,0.00016870890107433933,120,1,hist_gradient_boosting,all,rgb,0.01
exp_20260717,True,0.9097222222222222,0.9096830221450283,0.9419367283950617,0.004030341253935651,144,1,hist_gradient_boosting,all,rgb,0.01
exp_20260720,True,0.9791666666666667,0.9791576204950065,0.9990354938271605,0.00046572644125003073,144,1,hist_gradient_boosting,all,rgb,0.01
exp_20260721,True,0.9895833333333334,0.9895833333333334,0.9993248456790124,0.000289217934446467,216,2,hist_gradient_boosting,all,rgb,0.01
exp_20260723,True,0.9502314814814814,0.9404872800745221,0.988565243484225,0.001050170232815293,648,6,hist_gradient_boosting,all,rgb,0.01
exp_20260724,True,0.9623926767676767,0.9626526918302172,0.9928535353535354,0.0005621960329960357,563,4,hist_gradient_boosting,all,rgb,0.01
exp_20260727,True,0.9273148148148148,0.9088740472815146,0.9427597736625515,0.0008515546632977127,576,5,hist_gradient_boosting,all,rgb,0.01
exp_20260728,True,0.9461805555555556,0.9412858634578092,0.9567740483539096,0.0007045674690377168,720,6,hist_gradient_boosting,all,rgb,0.01
exp_20260729,True,0.9270833333333333,0.9164106973842924,0.9483024691358024,0.0015348092537357176,720,6,hist_gradient_boosting,all,rgb,0.01
exp_20260730,True,0.8576388888888888,0.8438571503929947,0.9253472222222223,0.0031364199384347918,720,6,hist_gradient_boosting,all,rgb,0.01
exp_20260731,True,0.867751217352811,0.8427742907628433,0.903049837686292,0.002672006169749524,718,7,hist_gradient_boosting,all,rgb,0.01
exp_20260715,True,0.9583333333333333,0.9583304396138621,0.9886111111111111,0.0005489077770385771,120,1,mlp,all,rgb,0.01
exp_20260717,True,0.8541666666666667,0.8541596334699784,0.9209104938271605,0.006265781782765118,144,1,mlp,all,rgb,0.01
exp_20260720,True,0.9791666666666667,0.9791656619242826,0.9996141975308642,0.001784668706951208,144,1,mlp,all,rgb,0.01
exp_20260721,True,1.0,1.0,1.0,0.0,216,2,mlp,all,rgb,0.01
exp_20260723,True,0.9733796296296297,0.9610510773412081,0.9985746742112483,0.00046879529487168294,648,6,mlp,all,rgb,0.01
exp_20260724,True,0.960574494949495,0.9608691806096143,0.9945959595959596,0.0007375854612565794,563,4,mlp,all,rgb,0.01
exp_20260727,True,0.9282407407407407,0.9089824663595156,0.9608410493827161,0.0008403567634553311,576,5,mlp,all,rgb,0.01
exp_20260728,True,0.9427083333333334,0.938359969020708,0.9596032664609053,0.0006360704746585083,720,6,mlp,all,rgb,0.01
exp_20260729,True,0.9299768518518519,0.9167253131132147,0.9319701646090535,0.0015036069944541542,720,6,mlp,all,rgb,0.01
exp_20260730,True,0.875,0.8509054244183009,0.9125273276748972,0.0031595238364877497,720,6,mlp,all,rgb,0.01
exp_20260731,True,0.9199959421572967,0.8797862848447471,0.9391323594510845,0.0012665504628076782,718,7,mlp,all,rgb,0.01
