camera_group,representation,model,training_experiment_count,metric,estimate,lower,upper,held_out_experiment_count
left_close,handcrafted,mlp,6,balanced_misclassification_regret,0.0025593559169558616,0.0009458286457396724,0.004752478134733627,11
left_close,handcrafted,mlp,6,fit_predict_seconds,0.07164838512174108,0.06454389043223771,0.08023599097566947,11
left_close,handcrafted,mlp,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_close,handcrafted,mlp,6,training_image_count,466.72727272727275,445.1515151515152,486.42575757575753,11
left_close,handcrafted,mlp,8,balanced_accuracy,0.9263237045249241,0.8843998290835181,0.9611742424242425,11
left_close,handcrafted,mlp,8,macro_f1,0.9072157424530155,0.8477696515106399,0.9548006721229023,11
left_close,handcrafted,mlp,8,auroc,0.9455935113328405,0.8887483457970627,0.9846829843574635,11
left_close,handcrafted,mlp,8,balanced_misclassification_regret,0.001990583095525454,0.0007147595143650766,0.0036079979950877665,11
left_close,handcrafted,mlp,8,fit_predict_seconds,0.08049513248437451,0.07173565651508838,0.08935622065799896,11
left_close,handcrafted,mlp,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_close,handcrafted,mlp,8,training_image_count,627.3333333333335,602.0000000000001,655.8196969696969,11
left_close,handcrafted,mlp,10,balanced_accuracy,0.9355506282335552,0.8941469573786647,0.9712121212121212,11
left_close,handcrafted,mlp,10,macro_f1,0.9174056255279943,0.8586567921237841,0.9654323194341099,11
left_close,handcrafted,mlp,10,auroc,0.9467869754455122,0.8868308337439437,0.9871396254208753,11
left_close,handcrafted,mlp,10,balanced_misclassification_regret,0.0017116658692520902,0.0005853961321337269,0.003070723022754778,11
left_close,handcrafted,mlp,10,fit_predict_seconds,0.08830495064136233,0.07183691118473441,0.10870980241664008,11
left_close,handcrafted,mlp,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_close,handcrafted,mlp,10,training_image_count,805.4545454545455,782.3590909090909,829.4545454545455,11
left_close,handcrafted,random_forest,2,balanced_accuracy,0.8901879568038105,0.8416073976554161,0.9356555134680132,11
left_close,handcrafted,random_forest,2,macro_f1,0.8822443872847923,0.8278085325387129,0.9305861342838058,11
left_close,handcrafted,random_forest,2,auroc,0.9617998312506273,0.934546226043463,0.9856022610362888,11
left_close,handcrafted,random_forest,2,balanced_misclassification_regret,0.00339725361212036,0.0016632102367079963,0.005617640292214424,11
left_close,handcrafted,random_forest,2,fit_predict_seconds,0.19695838887745404,0.18236585458602567,0.21468318162248273,11
left_close,handcrafted,random_forest,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_close,handcrafted,random_forest,2,training_image_count,163.93939393939397,149.69696969696972,179.4560606060606,11
left_close,handcrafted,random_forest,4,balanced_accuracy,0.9228268456926993,0.8840637959883386,0.9590669910486984,11
left_close,handcrafted,random_forest,4,macro_f1,0.9146087460705569,0.8722447607325547,0.9537448534298311,11
left_close,handcrafted,random_forest,4,auroc,0.9608389892032337,0.9380038302586047,0.9816606458099512,11
left_close,handcrafted,random_forest,4,balanced_misclassification_regret,0.001683494278936292,0.0007786588728496684,0.0027443980815996427,11
left_close,handcrafted,random_forest,4,fit_predict_seconds,0.2083063599076757,0.1979319356532704,0.21988872090834333,11
left_close,handcrafted,random_forest,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_close,handcrafted,random_forest,4,training_image_count,286.7878787878788,266.2409090909091,310.0045454545454,11
left_close,handcrafted,random_forest,6,balanced_accuracy,0.9304067093701239,0.8949001575716518,0.9621212121212124,11
left_close,handcrafted,random_forest,6,macro_f1,0.921153027005223,0.8790864743215935,0.9575797634886627,11
left_close,handcrafted,random_forest,6,auroc,0.9628009002627905,0.9405505608678247,0.9829150883838383,11
left_close,handcrafted,random_forest,6,balanced_misclassification_regret,0.001502020668577241,0.0007704819597514931,0.0023707839748762596,11
left_close,handcrafted,random_forest,6,fit_predict_seconds,0.21653749242382636,0.2050943051532985,0.22928644881515842,11
left_close,handcrafted,random_forest,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_close,handcrafted,random_forest,6,training_image_count,466.72727272727275,445.1515151515152,486.42575757575753,11
left_close,handcrafted,random_forest,8,balanced_accuracy,0.9373408885604008,0.9036131128356739,0.968644781144781,11
left_close,handcrafted,random_forest,8,macro_f1,0.9261456791093355,0.8810076004675167,0.9647424064656522,11
left_close,handcrafted,random_forest,8,auroc,0.966649180091338,0.9474192468454303,0.9855248082678636,11
left_close,handcrafted,random_forest,8,balanced_misclassification_regret,0.0011343007313433394,0.00047116398667487595,0.0019184427897691256,11
left_close,handcrafted,random_forest,8,fit_predict_seconds,0.24749633712097863,0.22164731274963495,0.27952184669962715,11
left_close,handcrafted,random_forest,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_close,handcrafted,random_forest,8,training_image_count,627.3333333333335,602.0000000000001,655.8196969696969,11
left_close,handcrafted,random_forest,10,balanced_accuracy,0.9380142892338014,0.906023843619118,0.968560837028825,11
left_close,handcrafted,random_forest,10,macro_f1,0.9267309350605349,0.8835990240501777,0.9641404382643154,11
left_close,handcrafted,random_forest,10,auroc,0.9679948836262354,0.9532410214312844,0.9831998850291533,11
left_close,handcrafted,random_forest,10,balanced_misclassification_regret,0.00113807163267281,0.000481735869510373,0.0018934331565215738,11
left_close,handcrafted,random_forest,10,fit_predict_seconds,0.257060177994638,0.21773870508451101,0.304263432638254,11
left_close,handcrafted,random_forest,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_close,handcrafted,random_forest,10,training_image_count,805.4545454545455,782.3590909090909,829.4545454545455,11
left_close,handcrafted,rbf_svm,2,balanced_accuracy,0.8644781144781145,0.7959806397306398,0.9265572390572391,11
left_close,handcrafted,rbf_svm,2,macro_f1,0.8545036607939067,0.774708378837569,0.923014529806811,11
left_close,handcrafted,rbf_svm,2,auroc,0.9486144972192568,0.9261018306797651,0.9707430071163875,11
left_close,handcrafted,rbf_svm,2,balanced_misclassification_regret,0.003946579390330834,0.0014374234021014823,0.0069389544692706985,11
left_close,handcrafted,rbf_svm,2,fit_predict_seconds,0.008061633756645308,0.006713732823052191,0.010058645345292678,11
left_close,handcrafted,rbf_svm,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_close,handcrafted,rbf_svm,2,training_image_count,163.93939393939397,149.69696969696972,179.4560606060606,11
left_close,handcrafted,rbf_svm,4,balanced_accuracy,0.9044679518764887,0.8482780934343435,0.950675505050505,11
left_close,handcrafted,rbf_svm,4,macro_f1,0.903677367498345,0.8516663031051239,0.9474927584045288,11
left_close,handcrafted,rbf_svm,4,auroc,0.9557905799754547,0.9345200769124169,0.9754468860779202,11
left_close,handcrafted,rbf_svm,4,balanced_misclassification_regret,0.0023434281734008434,0.0008241905623240713,0.004308697701717534,11
left_close,handcrafted,rbf_svm,4,fit_predict_seconds,0.009124747453659602,0.00783176857377949,0.010604514914920204,11
left_close,handcrafted,rbf_svm,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_close,handcrafted,rbf_svm,4,training_image_count,286.7878787878788,266.2409090909091,310.0045454545454,11
left_close,handcrafted,rbf_svm,6,balanced_accuracy,0.9160558840436889,0.8732670967808164,0.9548637415824915,11
left_close,handcrafted,rbf_svm,6,macro_f1,0.9151804433241135,0.8757200777556691,0.952325313096546,11
left_close,handcrafted,rbf_svm,6,auroc,0.9567040592807025,0.9350938055321735,0.9764030704444512,11
left_close,handcrafted,rbf_svm,6,balanced_misclassification_regret,0.002014973844350534,0.0007784738254526908,0.003504201719774033,11
left_close,handcrafted,rbf_svm,6,fit_predict_seconds,0.01093114899810065,0.009544225730606934,0.01239496010748553,11
left_close,handcrafted,rbf_svm,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_close,handcrafted,rbf_svm,6,training_image_count,466.72727272727275,445.1515151515152,486.42575757575753,11
left_close,handcrafted,rbf_svm,8,balanced_accuracy,0.9222355670526402,0.8808541461361583,0.9602272727272727,11
left_close,handcrafted,rbf_svm,8,macro_f1,0.9201528148699695,0.8833898500135473,0.9563665156724126,11
left_close,handcrafted,rbf_svm,8,auroc,0.9587103247926418,0.9348245058563274,0.9790199751153129,11
left_close,handcrafted,rbf_svm,8,balanced_misclassification_regret,0.0019211216991512888,0.00072615713462379,0.0033329343553915596,11
left_close,handcrafted,rbf_svm,8,fit_predict_seconds,0.0133833661490247,0.011386176183265035,0.016098744842020094,11
left_close,handcrafted,rbf_svm,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_close,handcrafted,rbf_svm,8,training_image_count,627.3333333333335,602.0000000000001,655.8196969696969,11
left_close,handcrafted,rbf_svm,10,balanced_accuracy,0.9209657551120966,0.8788060482877555,0.9606123737373738,11
left_close,handcrafted,rbf_svm,10,macro_f1,0.9184218969900164,0.8797397843991374,0.9564826714223681,11
left_close,handcrafted,rbf_svm,10,auroc,0.9594938417029373,0.9340670343552395,0.9801671734066615,11
left_close,handcrafted,rbf_svm,10,balanced_misclassification_regret,0.001936475782964104,0.0007351307714284299,0.0033469600357710055,11
left_close,handcrafted,rbf_svm,10,fit_predict_seconds,0.014714280365627597,0.012443206150452501,0.017135228009547893,11
left_close,handcrafted,rbf_svm,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_close,handcrafted,rbf_svm,10,training_image_count,805.4545454545455,782.3590909090909,829.4545454545455,11
left_pair,handcrafted,hist_gradient_boosting,2,balanced_accuracy,0.8885870502210864,0.844622682649791,0.9317816753123606,11
left_pair,handcrafted,hist_gradient_boosting,2,macro_f1,0.8832327412594211,0.8400121636076298,0.9265391900177515,11
left_pair,handcrafted,hist_gradient_boosting,2,auroc,0.9512548193616215,0.9239408451223877,0.9766623921506734,11
left_pair,handcrafted,hist_gradient_boosting,2,balanced_misclassification_regret,0.0030194303330449384,0.0016663175801783874,0.004571363554383036,11
left_pair,handcrafted,hist_gradient_boosting,2,fit_predict_seconds,1.5645407399702398,1.3551572372426481,1.7545741130193964,11
left_pair,handcrafted,hist_gradient_boosting,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_pair,handcrafted,hist_gradient_boosting,2,training_image_count,328.30303030303025,299.8181818181818,359.45606060606065,11
left_pair,handcrafted,hist_gradient_boosting,4,balanced_accuracy,0.9136596892620988,0.8716125708642651,0.9526515151515151,11
left_pair,handcrafted,hist_gradient_boosting,4,macro_f1,0.9029768744568911,0.8546358937483197,0.9474612111160986,11
left_pair,handcrafted,hist_gradient_boosting,4,auroc,0.9596287471716269,0.9364359388046716,0.981211110531844,11
left_pair,handcrafted,hist_gradient_boosting,4,balanced_misclassification_regret,0.0021943488974056065,0.0010883500909540714,0.0035948451015619244,11
left_pair,handcrafted,hist_gradient_boosting,4,fit_predict_seconds,2.7443321048454945,2.5110465340875443,3.011662530110356,11
left_pair,handcrafted,hist_gradient_boosting,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_pair,handcrafted,hist_gradient_boosting,4,training_image_count,574.060606060606,532.7863636363637,620.5590909090906,11
left_pair,handcrafted,hist_gradient_boosting,6,balanced_accuracy,0.9251956056549431,0.8818091906768488,0.9625468223905722,11
left_pair,handcrafted,hist_gradient_boosting,6,macro_f1,0.9179317078543814,0.8697173779194451,0.9590648588901282,11
left_pair,handcrafted,hist_gradient_boosting,6,auroc,0.958754326720462,0.9275522405849902,0.985363129267209,11
left_pair,handcrafted,hist_gradient_boosting,6,balanced_misclassification_regret,0.0015830812525806101,0.0007239664618234067,0.002682462050627821,11
left_pair,handcrafted,hist_gradient_boosting,6,fit_predict_seconds,3.452414902697042,3.2043308796878565,3.7335826718487866,11
left_pair,handcrafted,hist_gradient_boosting,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_pair,handcrafted,hist_gradient_boosting,6,training_image_count,934.3636363636364,890.9696969696971,974.0621212121213,11
left_pair,handcrafted,hist_gradient_boosting,8,balanced_accuracy,0.9332894710153745,0.8993910934140603,0.9628577441077439,11
left_pair,handcrafted,hist_gradient_boosting,8,macro_f1,0.9259020735166593,0.8870207340311157,0.9592372435382951,11
left_pair,handcrafted,hist_gradient_boosting,8,auroc,0.9636643982284355,0.9393323595571257,0.9861988482919473,11
left_pair,handcrafted,hist_gradient_boosting,8,balanced_misclassification_regret,0.001511890525486973,0.0009120375763551479,0.0022689725393669515,11
left_pair,handcrafted,hist_gradient_boosting,8,fit_predict_seconds,3.58500100115039,3.192923718313537,4.116761127455957,11
left_pair,handcrafted,hist_gradient_boosting,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_pair,handcrafted,hist_gradient_boosting,8,training_image_count,1256.0606060606058,1205.5757575757577,1312.9696969696968,11
left_pair,handcrafted,hist_gradient_boosting,10,balanced_accuracy,0.9385340604843617,0.9059465608646711,0.9655942234848484,11
left_pair,handcrafted,hist_gradient_boosting,10,macro_f1,0.9316609448843924,0.8943157567386262,0.9627181494593106,11
left_pair,handcrafted,hist_gradient_boosting,10,auroc,0.9622188617686231,0.9383838011452376,0.985120300224467,11
left_pair,handcrafted,hist_gradient_boosting,10,balanced_misclassification_regret,0.0013164465599188144,0.0006516604064136905,0.0020838094959110876,11
left_pair,handcrafted,hist_gradient_boosting,10,fit_predict_seconds,3.366702094547112,3.1206768863643943,3.783333170087677,11
left_pair,handcrafted,hist_gradient_boosting,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_pair,handcrafted,hist_gradient_boosting,10,training_image_count,1612.7272727272727,1566.6954545454546,1660.7272727272727,11
left_pair,handcrafted,logistic,2,balanced_accuracy,0.8937553243276135,0.8485671790698146,0.9370647203713847,11
left_pair,handcrafted,logistic,2,macro_f1,0.8830593367272207,0.8333368280686325,0.930955138300039,11
left_pair,handcrafted,logistic,2,auroc,0.9550435696912228,0.9294284424102133,0.9780737496492704,11
left_pair,handcrafted,logistic,2,balanced_misclassification_regret,0.003080686401184762,0.0013821504283327718,0.0051263601204297,11
left_pair,handcrafted,logistic,2,fit_predict_seconds,0.011922396573936567,0.011296093058759156,0.012722616310555056,11
left_pair,handcrafted,logistic,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_pair,handcrafted,logistic,2,training_image_count,328.30303030303025,299.8181818181818,359.45606060606065,11
left_pair,handcrafted,logistic,4,balanced_accuracy,0.9103458024015253,0.8748811217090583,0.9453914141414141,11
left_pair,handcrafted,logistic,4,macro_f1,0.8965936326991581,0.8546149765638242,0.9382118487451263,11
left_pair,handcrafted,logistic,4,auroc,0.9605871067744602,0.9381346161864067,0.9815359797336795,11
left_pair,handcrafted,logistic,4,balanced_misclassification_regret,0.0024887599605838496,0.0012503174695396373,0.003813026877468073,11
left_pair,handcrafted,logistic,4,fit_predict_seconds,0.013822033997822664,0.012452987347955278,0.01574180692469147,11
left_pair,handcrafted,logistic,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_pair,handcrafted,logistic,4,training_image_count,574.060606060606,532.7863636363637,620.5590909090906,11
left_pair,handcrafted,logistic,6,balanced_accuracy,0.926597044744635,0.8873531848353009,0.9615440867003365,11
left_pair,handcrafted,logistic,6,macro_f1,0.9160624967351597,0.8717656072383404,0.9557811587605921,11
left_pair,handcrafted,logistic,6,auroc,0.9632584437779176,0.9398275352303577,0.9848385548190235,11
left_pair,handcrafted,logistic,6,balanced_misclassification_regret,0.001706699725139972,0.0007568708896758173,0.0028245891876729754,11
left_pair,handcrafted,logistic,6,fit_predict_seconds,0.014157973546499497,0.013730300036056148,0.014609974606741382,11
left_pair,handcrafted,logistic,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_pair,handcrafted,logistic,6,training_image_count,934.3636363636364,890.9696969696971,974.0621212121213,11
left_pair,handcrafted,logistic,8,balanced_accuracy,0.9408912163806743,0.9074162052249402,0.9701196864478112,11
left_pair,handcrafted,logistic,8,macro_f1,0.9320532417875224,0.8947941410968686,0.9656499723730034,11
left_pair,handcrafted,logistic,8,auroc,0.9652941416338756,0.9449727165184306,0.9847971358550784,11
left_pair,handcrafted,logistic,8,balanced_misclassification_regret,0.0012525558078003152,0.0005255486298089087,0.002123561570145383,11
left_pair,handcrafted,logistic,8,fit_predict_seconds,0.016127775335035316,0.015043790063557964,0.0176085630065989,11
left_pair,handcrafted,logistic,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_pair,handcrafted,logistic,8,training_image_count,1256.0606060606058,1205.5757575757577,1312.9696969696968,11
left_pair,handcrafted,logistic,10,balanced_accuracy,0.9430099184617258,0.9127871619051966,0.9697285353535353,11
left_pair,handcrafted,logistic,10,macro_f1,0.9365679428646551,0.9054521339792727,0.9652772921380185,11
left_pair,handcrafted,logistic,10,auroc,0.9723076016185956,0.9550167680665846,0.9892361111111111,11
left_pair,handcrafted,logistic,10,balanced_misclassification_regret,0.0012333759428726754,0.0005703173153758557,0.0020008834464012347,11
left_pair,handcrafted,logistic,10,fit_predict_seconds,0.017273181636648424,0.016611615477780686,0.017949261274572397,11
left_pair,handcrafted,logistic,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_pair,handcrafted,logistic,10,training_image_count,1612.7272727272727,1566.6954545454546,1660.7272727272727,11
left_pair,handcrafted,mlp,2,balanced_accuracy,0.8783445651292038,0.8262144696209079,0.9232133838383837,11
left_pair,handcrafted,mlp,2,macro_f1,0.8518452369655388,0.7789516720832136,0.9121455939218849,11
left_pair,handcrafted,mlp,2,auroc,0.9263163484465357,0.8849269910819625,0.9606197792449962,11
left_pair,handcrafted,mlp,2,balanced_misclassification_regret,0.004153715509300518,0.0025006800642551623,0.005820487938091318,11
left_pair,handcrafted,mlp,2,fit_predict_seconds,0.05087115533410036,0.04732549278271494,0.05465315642842059,11
left_pair,handcrafted,mlp,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_pair,handcrafted,mlp,2,training_image_count,328.30303030303025,299.8181818181818,359.45606060606065,11
left_pair,handcrafted,mlp,4,balanced_accuracy,0.8976470275039552,0.8510426554703664,0.9381739267676767,11
left_pair,handcrafted,mlp,4,macro_f1,0.8760957596474935,0.8115460521383029,0.9307990031648762,11
left_pair,handcrafted,mlp,4,auroc,0.947938890980589,0.9105606919074656,0.9780151778198655,11
left_pair,handcrafted,mlp,4,balanced_misclassification_regret,0.003040151602802539,0.0016330541392130815,0.004531593472858249,11
left_pair,handcrafted,mlp,4,fit_predict_seconds,0.07263734084853873,0.06577663377412879,0.0800492009044595,11
left_pair,handcrafted,mlp,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_pair,handcrafted,mlp,4,training_image_count,574.060606060606,532.7863636363637,620.5590909090906,11
left_pair,handcrafted,mlp,6,balanced_accuracy,0.903228570849053,0.8566681340260031,0.9443647411616161,11
left_pair,handcrafted,mlp,6,macro_f1,0.882872236442352,0.8200794124536447,0.9376380436670446,11
left_pair,handcrafted,mlp,6,auroc,0.9477951367760604,0.9121750450085275,0.9780137968223905,11
left_pair,handcrafted,mlp,6,balanced_misclassification_regret,0.0028339172625902547,0.0013824599307957315,0.004346871362805547,11
left_pair,handcrafted,mlp,6,fit_predict_seconds,0.08781503163768457,0.07982214019681454,0.09752192364202611,11
left_pair,handcrafted,mlp,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_pair,handcrafted,mlp,6,training_image_count,934.3636363636364,890.9696969696971,974.0621212121213,11
left_pair,handcrafted,mlp,8,balanced_accuracy,0.9143862064419295,0.8725697613687071,0.953549558080808,11
left_pair,handcrafted,mlp,8,macro_f1,0.8949672385726187,0.8382860362562968,0.9465892219117403,11
left_pair,handcrafted,mlp,8,auroc,0.9594274615296201,0.9269458859216327,0.9856199801837822,11
left_pair,handcrafted,mlp,8,balanced_misclassification_regret,0.002370900141320863,0.0011228187526141277,0.00362799619133171,11
left_pair,handcrafted,mlp,8,fit_predict_seconds,0.10535915912072541,0.09967693214886379,0.11135236924539749,11
left_pair,handcrafted,mlp,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_pair,handcrafted,mlp,8,training_image_count,1256.0606060606058,1205.5757575757577,1312.9696969696968,11
left_pair,handcrafted,mlp,10,balanced_accuracy,0.9189082085919434,0.8669759815778266,0.9599124053030303,11
left_pair,handcrafted,mlp,10,macro_f1,0.9049830605214045,0.846989955554519,0.9528520846174509,11
left_pair,handcrafted,mlp,10,auroc,0.9656870458475314,0.9388380542371507,0.9888558435921716,11
left_pair,handcrafted,mlp,10,balanced_misclassification_regret,0.00215710421022342,0.0007028954439795688,0.004349164848971795,11
left_pair,handcrafted,mlp,10,fit_predict_seconds,0.12142406463813545,0.10913771472643766,0.13399448474619102,11
left_pair,handcrafted,mlp,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_pair,handcrafted,mlp,10,training_image_count,1612.7272727272727,1566.6954545454546,1660.7272727272727,11
left_pair,handcrafted,random_forest,2,balanced_accuracy,0.885157422619772,0.8380718898320554,0.9306081649831648,11
left_pair,handcrafted,random_forest,2,macro_f1,0.8793212090264775,0.8296530044614565,0.9273466419227467,11
left_pair,handcrafted,random_forest,2,auroc,0.9656052842296515,0.9430400942073218,0.986653280490086,11
left_pair,handcrafted,random_forest,2,balanced_misclassification_regret,0.003376907738051238,0.0016551100023502986,0.005439841109988075,11
left_pair,handcrafted,random_forest,2,fit_predict_seconds,0.15909229673067757,0.15467936991137157,0.16373229258050825,11
left_pair,handcrafted,random_forest,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_pair,handcrafted,random_forest,2,training_image_count,328.30303030303025,299.8181818181818,359.45606060606065,11
left_pair,handcrafted,random_forest,4,balanced_accuracy,0.9250741602774736,0.8916458542503347,0.9567042824074073,11
left_pair,handcrafted,random_forest,4,macro_f1,0.9189042676992659,0.8821272311744252,0.9534735352286644,11
left_pair,handcrafted,random_forest,4,auroc,0.9655324937692691,0.946628392152628,0.983617081700117,11
left_pair,handcrafted,random_forest,4,balanced_misclassification_regret,0.0017532990629201114,0.0008780576093159518,0.002746621288517224,11
left_pair,handcrafted,random_forest,4,fit_predict_seconds,0.1945012235135602,0.19159456797702165,0.19768358961847493,11
left_pair,handcrafted,random_forest,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_pair,handcrafted,random_forest,4,training_image_count,574.060606060606,532.7863636363637,620.5590909090906,11
left_pair,handcrafted,random_forest,6,balanced_accuracy,0.936027189566346,0.9026704291915137,0.9659511784511785,11
left_pair,handcrafted,random_forest,6,macro_f1,0.9306597428405744,0.8939750339335862,0.9633993563873504,11
left_pair,handcrafted,random_forest,6,auroc,0.9657128941023635,0.9451425284449211,0.9856572780758978,11
left_pair,handcrafted,random_forest,6,balanced_misclassification_regret,0.0012647483584579463,0.0005746662038222975,0.002085709372311835,11
left_pair,handcrafted,random_forest,6,fit_predict_seconds,0.19653377018315066,0.18985237498769,0.203781882256788,11
left_pair,handcrafted,random_forest,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_pair,handcrafted,random_forest,6,training_image_count,934.3636363636364,890.9696969696971,974.0621212121213,11
left_pair,handcrafted,random_forest,8,balanced_accuracy,0.9361836233824186,0.9027622833505742,0.9654887415824916,11
left_pair,handcrafted,random_forest,8,macro_f1,0.9310795284221812,0.8973346068412772,0.9620445024586279,11
left_pair,handcrafted,random_forest,8,auroc,0.9679697764824732,0.9482007777136534,0.9862759539842874,11
left_pair,handcrafted,random_forest,8,balanced_misclassification_regret,0.0013655366221157613,0.0006128888176967299,0.0023878344327496995,11
left_pair,handcrafted,random_forest,8,fit_predict_seconds,0.19925846208934672,0.19461075324586335,0.20573343422932366,11
left_pair,handcrafted,random_forest,8,training_cycle_count,31.90909090909091,30.60606060606061,33.36363636363637,11
left_pair,handcrafted,random_forest,8,training_image_count,1256.0606060606058,1205.5757575757577,1312.9696969696968,11
left_pair,handcrafted,random_forest,10,balanced_accuracy,0.9370945904831447,0.9007384747322624,0.9666982323232325,11
left_pair,handcrafted,random_forest,10,macro_f1,0.9307770953310314,0.8940150228663635,0.9624113528592521,11
left_pair,handcrafted,random_forest,10,auroc,0.967279933602254,0.9469246679742962,0.9861673922383559,11
left_pair,handcrafted,random_forest,10,balanced_misclassification_regret,0.0014947196574745922,0.0006164053696047748,0.0027399908621895336,11
left_pair,handcrafted,random_forest,10,fit_predict_seconds,0.19877229918016714,0.1882035759843182,0.21548369081799384,11
left_pair,handcrafted,random_forest,10,training_cycle_count,40.90909090909091,39.63636363636363,42.18409090909088,11
left_pair,handcrafted,random_forest,10,training_image_count,1612.7272727272727,1566.6954545454546,1660.7272727272727,11
left_pair,handcrafted,rbf_svm,2,balanced_accuracy,0.9080650886373779,0.859703612429516,0.9490961700336699,11
left_pair,handcrafted,rbf_svm,2,macro_f1,0.9068445931428638,0.862611861229885,0.9454307481458641,11
left_pair,handcrafted,rbf_svm,2,auroc,0.9544697651084135,0.9330766549864229,0.9753778781741022,11
left_pair,handcrafted,rbf_svm,2,balanced_misclassification_regret,0.0022452124775244895,0.0010139753977423012,0.0038106876098857076,11
left_pair,handcrafted,rbf_svm,2,fit_predict_seconds,0.007221905335565238,0.006584153234694951,0.007879279318127153,11
left_pair,handcrafted,rbf_svm,2,training_cycle_count,8.424242424242424,7.666666666666666,9.272727272727273,11
left_pair,handcrafted,rbf_svm,2,training_image_count,328.30303030303025,299.8181818181818,359.45606060606065,11
left_pair,handcrafted,rbf_svm,4,balanced_accuracy,0.9183106162021825,0.8741530611080688,0.9562292192760944,11
left_pair,handcrafted,rbf_svm,4,macro_f1,0.9143782881803048,0.8715668160432923,0.9525235730099468,11
left_pair,handcrafted,rbf_svm,4,auroc,0.959906141294978,0.9408225915816042,0.9784051504840913,11
left_pair,handcrafted,rbf_svm,4,balanced_misclassification_regret,0.001904142761575261,0.0007406080115116189,0.0034259551863085247,11
left_pair,handcrafted,rbf_svm,4,fit_predict_seconds,0.00956526266721388,0.008588569622268992,0.010606695588957694,11
left_pair,handcrafted,rbf_svm,4,training_cycle_count,14.454545454545457,13.272727272727273,15.81818181818182,11
left_pair,handcrafted,rbf_svm,4,training_image_count,574.060606060606,532.7863636363637,620.5590909090906,11
left_pair,handcrafted,rbf_svm,6,balanced_accuracy,0.9288009360675024,0.8935205912031965,0.9612319543324814,11
left_pair,handcrafted,rbf_svm,6,macro_f1,0.9242742117431938,0.8891895281618574,0.9577866627432895,11
left_pair,handcrafted,rbf_svm,6,auroc,0.9607151758690203,0.9406239448622915,0.9795514120613347,11
left_pair,handcrafted,rbf_svm,6,balanced_misclassification_regret,0.001629765792757429,0.0006560145800730793,0.0028052705127256006,11
left_pair,handcrafted,rbf_svm,6,fit_predict_seconds,0.014128895270087843,0.012497891878240009,0.0159570704541693,11
left_pair,handcrafted,rbf_svm,6,training_cycle_count,23.727272727272727,22.484090909090906,24.90909090909091,11
left_pair,handcrafted,rbf_svm,6,training_image_count,934.3636363636364,890.9696969696971,974.0621212121213,11
left_pair,handcrafted,rbf_svm,8,balanced_accuracy,0.9373097186726707,0.9100865108159913,0.9644148088566386,11
left_pair,handcrafted,rbf_svm,8,macro_f1,0.9317462992500407,0.902565318227296,0.9611309564058288,11
left_pair,handcrafted,rbf_svm,8,auroc,0.9613369997597009,0.9384055614292185,0.9812537118873924,11
left_pair,handcrafted,rbf_svm,8,balanced_misclassification_regret,0.0014254043440344922,0.000622615777286505,0.00230212926463122,11
left_pair,handcrafted,rbf_svm,8,fit_predict_seconds,0.02095024118192889,0.01757179044046401,0.025332296986281023,11
