representation,model,camera_group,training_protocol,modality,regret_threshold,sample_retained_fraction,eligible_image_coverage,metric,estimate,lower,upper,experiment_count,evaluable_experiment_count
dinov3,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.786975969184765,0.7548518432158079,0.8202338968255425,14,12
dinov3,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9183493148506116,0.8973936603072392,0.9397538998068226,14,12
dinov3,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.004372120927211044,0.002745316320974555,0.006272891577806914,14,12
dinov3,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.7784225756371557,0.7452089728533164,0.8126211934592957,14,12
dinov3,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.779871729468029,0.7461449960102227,0.8139527243403647,14,12
dinov3,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9226761499545372,0.8999687598661799,0.9454995307748641,14,12
dinov3,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.0051710610262208105,0.003813804478398082,0.007003936512962268,14,12
siglip2,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.7737821524016071,0.7413391201009519,0.8075370647211182,14,12
siglip2,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.7739425374417456,0.7431745063762677,0.8067644905473231,14,12
siglip2,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9060198308242247,0.8830214032457195,0.9290644391570878,14,12
siglip2,logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.004535036898516368,0.002932895539195412,0.00657144571716884,14,12
siglip2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.8190115499877355,0.7892545692251087,0.8505819434213593,14,12
siglip2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.8144573657242341,0.781685023595564,0.8479018713170561,14,12
siglip2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9366255595273478,0.9178904375412027,0.9545423486683001,14,12
siglip2,random_forest,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.002445015304426416,0.0018977740191535599,0.0030118012122228198,14,12
siglip2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.8140201691323518,0.7850587791866761,0.8467241838504707,14,12
siglip2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.8117279651035374,0.7817822572044244,0.8462428029696835,14,12
siglip2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9179075879784975,0.8969442599776328,0.9400868295659568,14,12
siglip2,rbf_svm,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.0027566065806759795,0.0019579177242146943,0.003616501528709816,14,12
siglip2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.806893167799798,0.7793986321564493,0.8382717359919707,14,12
siglip2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.8043197630473609,0.7743020958564967,0.8371043552401565,14,12
siglip2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.932034509747416,0.9129301476104351,0.9507202662367535,14,12
siglip2,hist_gradient_boosting,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.0027143802662234796,0.002114477235445022,0.003432436203131882,14,12
siglip2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.7736252327913054,0.7412526564864956,0.8087605527028732,14,12
siglip2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.7717464363928072,0.7402735811912555,0.8067029938216007,14,12
siglip2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9075006963298415,0.8876720782749081,0.9287026034171084,14,12
siglip2,mlp,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.004229010390619791,0.002801815426096697,0.005934229346054846,14,12
siglip2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_accuracy,0.7668150944880976,0.7354929250366632,0.8024884290327134,14,12
siglip2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,macro_f1,0.7678184671704793,0.7367314074484972,0.8032249236632895,14,12
siglip2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,auroc,0.9084857401210887,0.8880758807125524,0.9298426547056025,14,12
siglip2,window_logistic,all,pooled_views,rgb,0.01,1.0,0.8624763589025618,balanced_misclassification_regret,0.005961604173008411,0.0038877740923843255,0.008743032175514767,14,12
dinov3,logistic,front,single_view,rgb,0.01,1.0,0.8643468003538779,balanced_accuracy,0.8080679846627046,0.770046695189845,0.8460470369567255,14,12
dinov3,logistic,front,single_view,rgb,0.01,1.0,0.8643468003538779,macro_f1,0.8054260720953582,0.7666571138255852,0.8448241644565204,14,12
dinov3,logistic,front,single_view,rgb,0.01,1.0,0.8643468003538779,auroc,0.9369093629684383,0.9169805552731672,0.9558984280633461,14,12
dinov3,logistic,front,single_view,rgb,0.01,1.0,0.8643468003538779,balanced_misclassification_regret,0.002903399690254799,0.0018955961761858856,0.004157610696047227,14,12
