experiment_id,strategy,outcome,protocol,mae,event_count,mse,rmse,event_weighted_mae,macro_mae,improvement_vs_fixed_pct,improved_experiment_fraction,recommend_for_primary_cost
exp_20260730,partial_pool,duration,leave_one_event_out_within_experiment,4.508365029309824,6,,,,,,,
exp_20260731,mean,cost,leave_one_experiment_out,0.2168521805725562,6,,,,,,,
exp_20260731,mean,duration,leave_one_experiment_out,2.7748207885304645,6,,,,,,,
exp_20260731,mean,electricity,leave_one_experiment_out,0.1293016203703703,6,,,,,,,
exp_20260731,mean,thermal_shortfall,leave_one_experiment_out,0.2190705012216129,6,,,,,,,
exp_20260731,time,cost,leave_one_experiment_out,0.2168317913062819,6,,,,,,,
exp_20260731,time,duration,leave_one_experiment_out,2.775215925560411,6,,,,,,,
exp_20260731,time,electricity,leave_one_experiment_out,0.1296120274666737,6,,,,,,,
exp_20260731,time,thermal_shortfall,leave_one_experiment_out,0.2188655133548612,6,,,,,,,
exp_20260731,state,cost,leave_one_experiment_out,0.2131041654051985,6,,,,,,,
exp_20260731,state,duration,leave_one_experiment_out,3.1309816410377196,6,,,,,,,
exp_20260731,state,electricity,leave_one_experiment_out,0.1562087363034004,6,,,,,,,
exp_20260731,state,thermal_shortfall,leave_one_experiment_out,0.1742569896745508,6,,,,,,,
exp_20260731,dynamic,cost,leave_one_experiment_out,0.2329116691898181,6,,,,,,,
exp_20260731,dynamic,duration,leave_one_experiment_out,2.8941475397522054,6,,,,,,,
exp_20260731,dynamic,electricity,leave_one_experiment_out,0.1530349038194324,6,,,,,,,
exp_20260731,dynamic,thermal_shortfall,leave_one_experiment_out,0.23979387075735,6,,,,,,,
exp_20260731,nonlinear,cost,leave_one_experiment_out,0.222869135891176,6,,,,,,,
exp_20260731,nonlinear,duration,leave_one_experiment_out,3.1294884158945546,6,,,,,,,
exp_20260731,nonlinear,electricity,leave_one_experiment_out,0.1306154524740612,6,,,,,,,
exp_20260731,nonlinear,thermal_shortfall,leave_one_experiment_out,0.176184459987214,6,,,,,,,
